pos,vertex,degree,p_size,cliques,seconds
317,50946,1,1,1,2.176999259972945e-06
318,108291,1,1,1,1.7029997252393514e-06
319,119219,1,0,0,1.086998963728547e-06
320,42774,1,1,1,1.800999598344788e-06
321,109908,1,0,0,1.0970034054480493e-06
322,10017,1,1,1,2.3369975679088384e-06
323,59182,1,1,1,2.1140003809705377e-06
324,50991,1,1,1,2.020002284552902e-06
325,59186,1,1,1,1.8659993656910956e-06
326,26434,1,1,1,1.7550009943079203e-06
327,109687,1,0,0,1.1049996828660369e-06
328,10058,1,1,1,1.710999640636146e-06
329,59224,1,1,1,1.9999970390927047e-06
330,132953,1,1,1,2.240001776954159e-06
331,26480,1,1,1,2.1050000214017928e-06
332,83830,1,1,1,2.0459992811083794e-06
333,108408,1,1,1,1.4799989003222436e-06
334,10116,1,1,1,2.3840002540964633e-06
335,10117,1,1,1,2.453001798130572e-06
336,42887,1,1,1,2.1990017557982355e-06
337,124809,1,1,1,3.4559998312033713e-06
338,37264,1,0,0,1.1450028978288174e-06
339,1933,1,1,1,2.0179977582301944e-06
340,51101,1,1,1,3.200200080755167e-05
341,133024,1,1,1,5.095997039461508e-06
342,133029,1,1,1,3.78400000045076e-06
343,10174,1,1,1,3.4129989217035472e-06
344,1987,1,1,1,2.1710002329200506e-06
345,77979,1,0,0,1.3710014172829688e-06
346,108487,1,1,1,2.377000782871619e-06
347,51146,1,1,1,1.962001988431439e-06
348,133102,1,1,1,2.0619991119019687e-06
349,84458,1,0,0,3.7419995351228863e-06
350,59381,1,1,1,2.035001671174541e-06
351,73083,1,0,0,1.1520023690536618e-06
352,83966,1,1,1,2.1699997887481004e-06
353,124929,1,1,1,2.0890001906082034e-06
354,43010,1,1,1,2.30599835049361e-06
355,108548,1,1,1,2.311000571353361e-06
356,124933,1,1,1,1.787000655895099e-06
357,43685,1,0,0,1.0660005500540137e-06
358,92190,1,1,1,1.9930012058466673e-06
359,34866,1,1,1,2.0410006982274354e-06
360,34869,1,1,1,1.8430000636726618e-06
361,59461,1,1,1,1.7970014596357942e-06
362,125001,1,1,1,1.9170001905877143e-06
363,28865,1,0,0,1.1110023478977382e-06
364,100465,1,1,1,1.8540013115853071e-06
365,59507,1,1,1,2.0699990272987634e-06
366,2167,1,1,1,1.4380020729731768e-06
367,125054,1,1,1,2.688000677153468e-06
368,36146,1,0,0,1.9409999367780983e-06
369,67719,1,1,1,2.7470014174468815e-06
370,67720,1,1,1,2.067998138954863e-06
371,59538,1,1,1,1.7650017980486155e-06
372,59549,1,1,1,1.8459977582097054e-06
373,59550,1,1,1,1.7860002117231488e-06
374,59556,1,1,1,2.164000761695206e-06
375,97688,1,0,0,1.0280018614139408e-06
376,116902,1,1,1,1.7140009731519967e-06
377,2218,1,1,1,1.8329992599319667e-06
378,88728,1,0,0,1.0570001904852688e-06
379,51378,1,1,1,2.438999217702076e-06
380,59570,1,1,1,1.8610007828101516e-06
381,84150,1,1,1,1.5850018826313317e-06
382,108734,1,1,1,2.0229999790899456e-06
383,51407,1,1,1,1.7550009943079203e-06
384,2255,1,1,1,2.001001121243462e-06
385,84186,1,1,1,2.1500018192455173e-06
386,100581,1,1,1,2.062999556073919e-06
387,59625,1,1,1,1.5270015865098685e-06
388,26860,1,1,1,1.8710015865508467e-06
389,26861,1,1,1,1.983000402105972e-06
390,51439,1,1,1,1.757998688844964e-06
391,125170,1,1,1,2.095999661833048e-06
392,43279,1,1,1,2.0170009520370513e-06
393,59667,1,1,1,1.8760001694317907e-06
394,100629,1,1,1,2.1269988792482764e-06
395,100630,1,1,1,1.8889986677095294e-06
396,86902,1,0,0,1.0870026017073542e-06
397,108825,1,1,1,1.6840021999087185e-06
398,60473,1,0,0,1.1419979273341596e-06
399,108826,1,1,1,2.2570020519196987e-06
400,84259,1,1,1,2.1269988792482764e-06
401,51495,1,1,1,3.5140001273248345e-06
402,125233,1,1,1,2.0320003386586905e-06
403,59699,1,1,1,1.6890007827896625e-06
404,94753,1,0,0,1.109998265746981e-06
405,59700,1,1,1,2.2329986677505076e-06
406,67894,1,1,1,2.2649983293376863e-06
407,26936,1,1,1,2.4859982659108937e-06
408,84302,1,1,1,2.1170017134863883e-06
409,35161,1,1,1,2.14899773709476e-06
410,13641,1,0,0,1.1699994502123445e-06
411,51547,1,1,1,1.9420003809500486e-06
412,18782,1,1,1,1.929998688865453e-06
413,125281,1,1,1,2.1550004021264613e-06
414,100716,1,1,1,1.983000402105972e-06
415,84334,1,1,1,1.8569990061223507e-06
416,92539,1,1,1,2.0700026652775705e-06
417,100736,1,1,1,2.5750014174263924e-06
418,27011,1,1,1,1.7040001694113016e-06
419,18999,1,0,0,1.0399999155197293e-06
420,92554,1,1,1,2.1240011847112328e-06
421,92555,1,1,1,1.8179998733103275e-06
422,108945,1,1,1,2.0229999790899456e-06
423,2449,1,1,1,1.968997821677476e-06
424,10643,1,1,1,2.0129991753492504e-06
425,108947,1,1,1,1.9429971871431917e-06
426,59802,1,1,1,1.9930012058466673e-06
427,59810,1,1,1,1.8380014807917178e-06
428,92578,1,1,1,1.7050006135832518e-06
429,21006,1,0,0,1.2129967217333615e-06
430,117163,1,1,1,2.048996975645423e-06
431,117171,1,1,1,2.005999704124406e-06
432,2487,1,1,1,1.9179969967808574e-06
433,108990,1,1,1,1.89200000022538e-06
434,108992,1,1,1,2.119999408023432e-06
435,10715,1,1,1,1.7480015230830759e-06
