pos,vertex,degree,p_size,cliques,seconds
63,65786,1,1,1,2.432000655971933e-06
64,254,1,1,1,2.3030006559565663e-06
65,82175,1,1,1,2.337999831070192e-06
66,38958,1,0,0,1.5229998098220676e-06
67,65793,1,1,1,2.609000148368068e-06
68,65796,1,1,1,2.337999831070192e-06
69,8452,1,1,1,2.4470000425935723e-06
70,49416,1,1,1,2.148000021406915e-06
71,51091,1,0,0,1.3990002116770484e-06
72,33033,1,1,1,2.3820002752472647e-06
73,8509,1,1,1,8.94699951459188e-06
74,49470,1,1,1,2.022000444412697e-06
75,24910,1,1,1,3.137999556201976e-06
76,75334,1,0,0,1.3779999790131114e-06
77,335,1,1,1,2.040000254055485e-06
78,65875,1,1,1,2.322000000276603e-06
79,65883,1,1,1,2.3789998522261158e-06
80,44493,1,0,0,1.5799996617715806e-06
81,350,1,1,1,2.638999831106048e-06
82,351,1,1,1,2.10799953492824e-06
83,69622,1,0,0,1.5000005078036338e-06
84,352,1,1,1,2.8780004868167453e-06
85,355,1,1,1,2.3969996618689038e-06
86,33124,1,1,1,2.4869996195775457e-06
87,65892,1,1,1,2.3109996618586592e-06
88,57701,1,1,1,2.367999513808172e-06
89,41322,1,1,1,2.1979994926368818e-06
90,366,1,1,1,2.0380002752062865e-06
91,8559,1,1,1,2.2370004444383085e-06
92,41341,1,1,1,2.527000106056221e-06
93,8573,1,1,1,2.8280001060920767e-06
94,24958,1,1,1,2.509000296413433e-06
95,24957,1,1,1,2.4110004233079962e-06
96,82309,1,1,1,1.9589997464208864e-06
97,41349,1,1,1,2.280999979120679e-06
98,402,1,1,1,2.194000444433186e-06
99,33174,1,1,1,2.8059994292561896e-06
100,49563,1,1,1,2.5529998310958035e-06
101,417,1,1,1,2.200000380980782e-06
102,51619,1,0,0,1.3010003385716118e-06
103,427,1,1,1,1.9809995137620717e-06
104,74320,1,0,0,1.2669997886405326e-06
105,25008,1,1,1,2.2010008251527324e-06
106,16819,1,1,1,2.017999577219598e-06
107,40359,1,0,0,1.2950004020240158e-06
108,33214,1,1,1,2.316000063729007e-06
109,33216,1,1,1,2.2099993657320738e-06
110,33217,1,1,1,2.418999429210089e-06
111,65989,1,1,1,2.1850000848644413e-06
112,61446,1,0,0,1.2480004443204962e-06
113,65990,1,1,1,2.474000211805105e-06
114,51694,1,0,0,1.3429998944047838e-06
115,455,1,1,1,2.1190007828408852e-06
116,33224,1,1,1,1.990999408008065e-06
117,65992,1,1,1,2.043000677076634e-06
118,10078,1,0,0,1.374000021314714e-06
119,33226,1,1,1,2.7219994080951437e-06
120,33230,1,1,1,2.7520000003278255e-06
121,57810,1,1,1,2.286999915668275e-06
122,66004,1,1,1,2.3269994926522486e-06
123,8660,1,1,1,2.5399995138286613e-06
124,57814,1,1,1,2.314000084879808e-06
125,25045,1,1,1,2.329000380996149e-06
126,883,1,0,0,1.2849995982833207e-06
127,57818,1,1,1,2.2940002963878214e-06
128,82407,1,1,1,2.088000655930955e-06
129,82408,1,1,1,2.632999894558452e-06
130,42551,1,0,0,1.2760001482092775e-06
131,25064,1,1,1,2.3910006348160096e-06
132,25066,1,1,1,1.8339997041039169e-06
133,82414,1,1,1,2.069999936793465e-06
134,49650,1,1,1,1.7550000848132186e-06
135,508,1,1,1,1.4799998098169453e-06
136,509,1,1,1,2.1710002329200506e-06
137,74243,1,1,1,2.1410005501820706e-06
138,74245,1,1,1,1.9389999579288997e-06
139,16903,1,1,1,1.7010006558848545e-06
140,8714,1,1,1,1.7920001482707448e-06
141,66070,1,1,1,1.8430000636726618e-06
142,33303,1,1,1,1.9869994503096677e-06
143,33311,1,1,1,1.9360004444024526e-06
144,2383,1,0,0,1.1040001481887884e-06
145,57890,1,1,1,1.5949999578879215e-06
146,25136,1,1,1,1.934000465553254e-06
147,25140,1,1,1,1.958000211743638e-06
148,41534,1,1,1,1.759000042511616e-06
149,74306,1,1,1,1.7620004655327648e-06
150,56948,1,0,0,1.0610001481836662e-06
151,16965,1,1,1,2.0320003386586905e-06
152,57926,1,1,1,3.293000190751627e-06
153,41545,1,1,1,1.7669999579084106e-06
154,56583,1,0,0,1.1050005923607387e-06
155,49746,1,1,1,1.7929996829479933e-06
156,29900,1,0,0,9.729992598295212e-07
